ImageId,True Label, Predicted Label
282,5,2
283,4,2
284,1,2
285,1,2
286,3,2
287,6,2
288,7,2
289,0,2
290,1,2
291,8,2
292,9,2
293,2,2
294,7,2
295,8,2
296,7,2
297,3,2
298,7,2
299,0,2
300,7,2
301,9,2
302,9,2
303,0,2
304,0,2
305,2,2
306,7,2
307,1,2
308,3,2
309,3,2
310,1,2
311,0,2
312,1,2
313,0,2
314,6,2
315,2,2
316,6,2
317,3,2
318,0,2
319,3,2
320,0,2
321,7,2
322,3,2
323,6,2
324,8,2
325,8,2
326,2,2
327,3,2
328,0,2
329,5,2
330,7,2
331,8,2
332,6,2
333,6,2
334,5,2
335,0,2
336,3,2
337,8,2
338,8,2
339,9,2
340,1,2
341,5,2
342,9,2
343,5,2
344,6,2
345,2,2
346,6,2
347,5,2
348,7,2
349,0,2
350,5,2
351,6,2
352,3,2
353,2,2
354,5,2
355,0,2
356,7,2
357,5,2
358,1,2
359,2,2
360,0,2
361,6,2
362,9,2
363,1,2
364,8,2
365,7,2
366,7,2
367,3,2
368,2,2
369,6,2
370,2,2
371,2,2
372,4,2
373,0,2
374,9,2
375,4,2
376,5,2
377,9,2
378,2,2
379,8,2
380,1,2
381,4,2
382,0,2
383,1,2
384,3,2
385,8,2
386,5,2
387,3,2
388,8,2
389,6,2
390,6,2
391,1,2
392,8,2
393,7,2
394,5,2
395,2,2
396,2,2
397,6,2
398,9,2
399,9,2
400,2,2
401,6,2
402,7,2
403,4,2
404,0,2
405,7,2
406,9,2
407,3,2
408,0,2
409,5,2
410,1,2
411,3,2
412,4,2
413,1,2
414,9,2
415,2,2
416,8,2
417,2,2
418,1,2
419,4,2
420,8,2
421,4,2
422,5,2
423,4,2
424,6,2
425,9,2
426,7,2
427,4,2
428,2,2
429,6,2
430,7,2
431,8,2
432,0,2
433,2,2
434,1,2
435,4,2
436,0,2
437,3,2
438,4,2
439,1,2
440,0,2
441,3,2
442,2,2
443,3,2
444,0,2
445,3,2
446,8,2
447,7,2
448,3,2
449,5,2
450,5,2
451,4,2
452,4,2
453,1,2
454,7,2
455,9,2
456,3,2
457,0,2
458,7,2
459,7,2
460,8,2
461,4,2
462,1,2
463,8,2
464,4,2
465,7,2
466,3,2
467,1,2
468,3,2
469,7,2
470,2,2
471,3,2
472,9,2
473,2,2
474,1,2
475,8,2
476,1,2
477,1,2
478,0,2
479,9,2
480,6,2
481,9,2
482,1,2
483,8,2
484,0,2
485,9,2
486,0,2
487,0,2
488,1,2
489,5,2
490,2,2
491,7,2
492,9,2
493,9,2
494,7,2
495,4,2
496,9,2
497,5,2
498,2,2
499,1,2
500,8,2
501,4,2
502,0,2
503,2,2
504,6,2
505,1,2
506,4,2
507,4,2
508,8,2
509,2,2
510,0,2
511,9,2
512,4,2
513,6,2
514,6,2
515,5,2
516,8,2
517,2,2
518,1,2
519,0,2
520,5,2
521,2,2
522,1,2
523,5,2
524,9,2
525,9,2
526,2,2
527,3,2
528,4,2
529,5,2
530,3,2
531,1,2
532,1,2
533,9,2
534,7,2
535,1,2
536,2,2
537,9,2
538,4,2
539,3,2
540,4,2
541,1,2
542,3,2
543,1,2
544,7,2
545,3,2
546,3,2
547,2,2
548,0,2
549,0,2
550,9,2
551,9,2
552,4,2
553,1,2
554,4,2
555,3,2
556,9,2
557,5,2
558,5,2
559,8,2
560,4,2
561,5,2
562,3,2
563,5,2
564,3,2
565,7,2
566,2,2
567,2,2
568,4,2
569,5,2
570,5,2
571,5,2
572,2,2
573,8,2
574,9,2
575,8,2
576,1,2
577,1,2
578,1,2
579,2,2
580,6,2
581,1,2
582,1,2
583,3,2
584,6,2
585,8,2
586,5,2
587,3,2
588,5,2
589,0,2
590,5,2
591,7,2
592,1,2
593,3,2
594,3,2
595,2,2
596,1,2
597,8,2
598,0,2
599,6,2
600,1,2
601,7,2
602,9,2
603,9,2
604,4,2
605,4,2
606,0,2
607,7,2
608,8,2
609,3,2
610,4,2
611,9,2
612,6,2
613,4,2
614,0,2
615,6,2
616,3,2
617,7,2
618,2,2
619,4,2
620,9,2
621,0,2
622,0,2
623,9,2
624,9,2
625,1,2
626,4,2
627,6,2
628,8,2
629,3,2
630,4,2
631,9,2
632,9,2
633,1,2
634,0,2
635,5,2
636,9,2
637,0,2
638,1,2
639,7,2
640,5,2
641,3,2
642,2,2
643,1,2
644,5,2
645,5,2
646,1,2
647,7,2
648,0,2
649,5,2
650,7,2
651,6,2
652,4,2
653,1,2
654,9,2
655,3,2
656,4,2
657,0,2
658,9,2
659,0,2
660,2,2
661,4,2
662,8,2
663,3,2
664,6,2
665,0,2
666,1,2
667,5,2
668,1,2
669,2,2
670,9,2
671,7,2
672,2,2
673,7,2
674,7,2
675,6,2
676,2,2
677,1,2
678,8,2
679,8,2
680,4,2
681,0,2
682,0,2
683,5,2
684,9,2
685,0,2
686,7,2
687,3,2
688,3,2
689,5,2
690,9,2
691,1,2
692,5,2
693,8,2
694,5,2
695,5,2
696,2,2
697,5,2
698,9,2
699,3,2
700,1,2
701,6,2
702,4,2
703,3,2
704,1,2
705,9,2
706,5,2
707,1,2
708,9,2
709,9,2
710,4,2
711,9,2
712,9,2
713,9,2
714,5,2
715,8,2
716,1,2
717,4,2
718,4,2
719,7,2
720,3,2
721,7,2
722,5,2
723,4,2
724,9,2
725,7,2
726,1,2
727,7,2
728,6,2
729,8,2
730,3,2
731,9,2
732,4,2
733,9,2
734,0,2
735,1,2
736,8,2
737,9,2
738,8,2
739,3,2
740,7,2
741,5,2
742,5,2
743,7,2
744,8,2
745,9,2
746,2,2
747,0,2
748,4,2
749,6,2
750,2,2
751,6,2
752,3,2
753,2,2
754,1,2
755,5,2
756,2,2
757,6,2
758,3,2
759,4,2
760,3,2
761,3,2
762,3,2
763,4,2
764,8,2
765,0,2
766,6,2
767,6,2
768,6,2
769,3,2
770,7,2
771,1,2
772,9,2
773,6,2
774,3,2
775,9,2
776,3,2
777,9,2
778,9,2
779,9,2
780,9,2
781,8,2
782,7,2
783,3,2
784,0,2
785,0,2
786,1,2
787,5,2
788,7,2
789,1,2
790,2,2
791,1,2
792,7,2
793,0,2
794,4,2
795,7,2
796,6,2
797,3,2
798,8,2
799,4,2
800,4,2
801,6,2
802,6,2
803,3,2
804,7,2
805,8,2
806,1,2
807,2,2
808,5,2
809,4,2
810,6,2
811,7,2
812,4,2
813,7,2
814,2,2
815,5,2
816,1,2
817,4,2
818,4,2
819,3,2
820,8,2
821,0,2
822,3,2
823,3,2
824,3,2
825,7,2
826,2,2
827,7,2
828,7,2
829,3,2
830,4,2
831,5,2
832,6,2
833,2,2
834,7,2
835,8,2
836,0,2
837,4,2
838,4,2
839,8,2
840,0,2
841,6,2
842,1,2
843,1,2
844,8,2
845,3,2
846,0,2
847,1,2
848,2,2
849,5,2
850,1,2
851,4,2
852,0,2
853,8,2
854,4,2
855,9,2
856,5,2
857,1,2
858,4,2
859,0,2
860,4,2
861,9,2
862,9,2
863,8,2
864,9,2
865,4,2
866,6,2
867,7,2
868,2,2
869,8,2
870,2,2
871,3,2
872,9,2
873,7,2
874,2,2
875,7,2
876,2,2
877,8,2
878,3,2
879,5,2
880,6,2
881,6,2
882,5,2
883,1,2
884,5,2
885,9,2
886,7,2
887,8,2
888,8,2
889,6,2
890,7,2
891,4,2
892,8,2
893,2,2
894,0,2
895,1,2
896,7,2
897,5,2
898,8,2
899,5,2
900,1,2
901,1,2
902,0,2
903,1,2
904,1,2
905,5,2
906,9,2
907,5,2
908,2,2
909,4,2
910,3,2
911,8,2
912,6,2
913,3,2
914,3,2
915,0,2
916,4,2
917,8,2
918,1,2
919,6,2
920,3,2
921,2,2
922,8,2
923,4,2
924,0,2
925,3,2
926,9,2
927,5,2
928,7,2
929,1,2
930,4,2
931,0,2
932,9,2
933,5,2
934,0,2
935,4,2
936,3,2
937,5,2
938,1,2
939,8,2
940,8,2
941,9,2
942,3,2
943,4,2
944,5,2
945,0,2
946,3,2
947,5,2
948,0,2
949,6,2
950,8,2
951,0,2
952,9,2
953,0,2
954,8,2
955,3,2
956,4,2
957,8,2
958,4,2
959,9,2
960,2,2
961,9,2
962,4,2
963,4,2
964,5,2
965,7,2
966,3,2
967,9,2
968,8,2
969,4,2
970,8,2
971,4,2
972,6,2
973,7,2
974,2,2
975,0,2
976,8,2
977,1,2
978,7,2
979,3,2
980,0,2
981,7,2
982,4,2
983,4,2
984,3,2
985,2,2
986,1,2
987,0,2
988,9,2
989,6,2
990,6,2
991,3,2
992,2,2
993,4,2
994,4,2
995,4,2
996,6,2
997,7,2
998,0,2
999,6,2
1000,5,2
1001,3,2
1002,2,2
1003,4,2
1004,2,2
1005,0,2
1006,4,2
1007,6,2
1008,9,2
1009,3,2
1010,8,2
1011,2,2
1012,0,2
1013,2,2
1014,4,2
1015,5,2
1016,3,2
1017,9,2
1018,0,2
1019,6,2
1020,3,2
1021,3,2
1022,4,2
1023,9,2
1024,2,2
1025,3,2
1026,8,2
1027,4,2
1028,3,2
1029,7,2
1030,0,2
1031,8,2
1032,1,2
1033,9,2
1034,4,2
1035,4,2
1036,7,2
1037,5,2
1038,8,2
1039,1,2
1040,7,2
1041,1,2
1042,0,2
1043,1,2
1044,9,2
1045,5,2
1046,7,2
1047,2,2
1048,7,2
1049,7,2
1050,0,2
1051,3,2
1052,6,2
1053,7,2
1054,4,2
1055,6,2
1056,4,2
1057,0,2
1058,7,2
1059,5,2
1060,9,2
1061,7,2
1062,3,2
1063,5,2
1064,9,2
1065,9,2
1066,4,2
1067,2,2
1068,4,2
1069,4,2
1070,1,2
1071,8,2
1072,9,2
1073,6,2
1074,0,2
1075,9,2
1076,6,2
1077,9,2
1078,9,2
1079,2,2
1080,3,2
1081,0,2
1082,4,2
1083,2,2
1084,8,2
1085,0,2
1086,3,2
1087,0,2
1088,8,2
1089,2,2
1090,8,2
1091,0,2
1092,3,2
1093,6,2
1094,2,2
1095,5,2
1096,5,2
1097,8,2
1098,8,2
1099,3,2
1100,1,2
1101,0,2
1102,4,2
1103,4,2
1104,5,2
1105,0,2
1106,3,2
1107,6,2
1108,0,2
1109,6,2
1110,5,2
1111,4,2
1112,2,2
1113,1,2
1114,4,2
1115,5,2
1116,0,2
1117,9,2
1118,3,2
1119,6,2
1120,1,2
1121,6,2
1122,3,2
1123,7,2
1124,7,2
1125,8,2
1126,9,2
1127,0,2
1128,4,2
1129,2,2
1130,7,2
1131,6,2
1132,3,2
1133,1,2
1134,0,2
1135,1,2
1136,6,2
1137,8,2
1138,9,2
1139,4,2
1140,4,2
1141,0,2
1142,8,2
1143,7,2
1144,3,2
1145,2,2
1146,7,2
1147,4,2
1148,8,2
1149,4,2
1150,7,2
1151,9,2
1152,0,2
1153,2,2
1154,1,2
1155,8,2
1156,4,2
1157,0,2
1158,6,2
1159,9,2
1160,8,2
1161,6,2
1162,2,2
1163,7,2
1164,1,2
1165,1,2
1166,8,2
1167,9,2
1168,3,2
1169,0,2
1170,6,2
1171,9,2
1172,7,2
1173,2,2
1174,2,2
1175,7,2
1176,3,2
1177,1,2
1178,6,2
1179,8,2
1180,0,2
1181,2,2
1182,2,2
1183,0,2
1184,0,2
1185,8,2
1186,4,2
1187,8,2
1188,0,2
1189,0,2
1190,3,2
1191,5,2
1192,1,2
1193,4,2
1194,9,2
1195,6,2
1196,8,2
1197,7,2
1198,3,2
1199,9,2
1200,9,2
1201,6,2
1202,0,2
1203,0,2
1204,1,2
1205,4,2
1206,4,2
1207,3,2
1208,7,2
1209,8,2
1210,6,2
1211,6,2
1212,6,2
1213,5,2
1214,9,2
1215,3,2
1216,3,2
1217,8,2
1218,9,2
1219,5,2
1220,3,2
1221,8,2
1222,7,2
1223,8,2
1224,7,2
1225,5,2
1226,3,2
1227,3,2
1228,9,2
1229,0,2
1230,0,2
1231,5,2
1232,1,2
1233,3,2
1234,8,2
1235,5,2
1236,0,2
1237,9,2
1238,3,2
1239,6,2
1240,9,2
1241,0,2
1242,8,2
1243,3,2
1244,8,2
1245,5,2
1246,0,2
1247,4,2
1248,2,2
1249,3,2
1250,9,2
1251,0,2
1252,2,2
1253,2,2
1254,0,2
1255,0,2
1256,0,2
1257,3,2
1258,4,2
1259,3,2
1260,6,2
1261,2,2
1262,2,2
1263,1,2
1264,3,2
1265,0,2
1266,0,2
1267,9,2
1268,0,2
1269,2,2
1270,7,2
1271,1,2
1272,2,2
1273,0,2
1274,9,2
1275,0,2
1276,5,2
1277,2,2
1278,6,2
1279,9,2
1280,8,2
1281,7,2
1282,1,2
1283,6,2
1284,4,2
1285,0,2
1286,7,2
1287,0,2
1288,0,2
1289,1,2
1290,7,2
1291,0,2
1292,2,2
1293,8,2
1294,1,2
1295,1,2
1296,9,2
1297,2,2
1298,6,2
1299,1,2
1300,8,2
1301,4,2
1302,2,2
1303,0,2
1304,9,2
1305,3,2
1306,9,2
1307,5,2
1308,7,2
1309,2,2
1310,9,2
1311,3,2
1312,4,2
1313,6,2
1314,5,2
1315,6,2
1316,7,2
1317,0,2
1318,9,2
1319,4,2
1320,6,2
1321,3,2
1322,3,2
1323,3,2
1324,7,2
1325,5,2
1326,8,2
1327,7,2
1328,8,2
1329,2,2
1330,9,2
1331,4,2
1332,6,2
1333,3,2
1334,7,2
1335,0,2
1336,4,2
1337,7,2
1338,4,2
1339,2,2
1340,3,2
1341,1,2
1342,2,2
1343,4,2
1344,1,2
1345,0,2
1346,6,2
1347,1,2
1348,9,2
1349,4,2
1350,3,2
1351,6,2
1352,1,2
1353,7,2
1354,5,2
1355,6,2
1356,4,2
1357,3,2
1358,9,2
1359,6,2
1360,3,2
1361,4,2
1362,7,2
1363,3,2
1364,3,2
1365,5,2
1366,8,2
1367,6,2
1368,0,2
1369,6,2
1370,1,2
1371,9,2
1372,2,2
1373,5,2
1374,4,2
1375,1,2
1376,4,2
1377,7,2
1378,5,2
1379,5,2
1380,7,2
1381,1,2
1382,4,2
1383,8,2
1384,1,2
1385,7,2
1386,7,2
1387,3,2
1388,0,2
1389,7,2
1390,4,2
1391,4,2
1392,6,2
1393,3,2
1394,8,2
1395,0,2
1396,5,2
1397,4,2
1398,2,2
1399,4,2
1400,1,2
1401,7,2
1402,6,2
1403,3,2
1404,1,2
1405,0,2
1406,1,2
1407,5,2
1408,9,2
1409,9,2
1410,5,2
1411,9,2
1412,8,2
1413,7,2
1414,3,2
1415,4,2
1416,8,2
1417,3,2
1418,1,2
1419,0,2
1420,3,2
1421,4,2
1422,0,2
1423,0,2
1424,0,2
1425,9,2
1426,6,2
1427,0,2
1428,6,2
1429,5,2
1430,9,2
1431,7,2
1432,7,2
1433,6,2
1434,7,2
1435,9,2
1436,2,2
1437,0,2
1438,2,2
1439,7,2
1440,3,2
1441,6,2
1442,1,2
1443,3,2
1444,9,2
1445,1,2
1446,7,2
1447,7,2
1448,0,2
1449,2,2
1450,3,2
1451,1,2
1452,3,2
1453,9,2
1454,0,2
1455,1,2
1456,7,2
1457,6,2
1458,1,2
1459,1,2
1460,1,2
1461,3,2
1462,8,2
1463,1,2
1464,0,2
1465,2,2
1466,1,2
1467,6,2
1468,7,2
1469,3,2
1470,1,2
1471,7,2
1472,5,2
1473,4,2
1474,6,2
1475,0,2
1476,0,2
1477,1,2
1478,0,2
1479,8,2
1480,6,2
1481,6,2
1482,4,2
1483,5,2
1484,6,2
1485,9,2
1486,6,2
1487,9,2
1488,1,2
1489,1,2
1490,8,2
1491,8,2
1492,9,2
1493,6,2
1494,9,2
1495,7,2
1496,3,2
1497,1,2
1498,4,2
1499,2,2
1500,4,2
1501,7,2
1502,2,2
1503,2,2
1504,5,2
1505,5,2
1506,8,2
1507,6,2
1508,6,2
1509,5,2
1510,9,2
1511,5,2
1512,8,2
1513,4,2
1514,4,2
1515,7,2
1516,6,2
1517,1,2
1518,6,2
1519,5,2
1520,4,2
1521,1,2
1522,2,2
1523,5,2
1524,8,2
1525,3,2
1526,9,2
1527,4,2
1528,7,2
1529,8,2
1530,2,2
1531,8,2
1532,3,2
1533,6,2
1534,2,2
1535,3,2
1536,7,2
1537,4,2
1538,9,2
1539,9,2
1540,0,2
1541,0,2
1542,6,2
1543,0,2
1544,9,2
1545,5,2
1546,3,2
1547,3,2
1548,1,2
1549,5,2
1550,1,2
1551,8,2
1552,2,2
1553,9,2
1554,0,2
1555,0,2
1556,0,2
1557,8,2
1558,3,2
1559,1,2
1560,2,2
1561,2,2
1562,0,2
1563,7,2
1564,7,2
1565,3,2
1566,5,2
1567,0,2
1568,8,2
1569,8,2
1570,0,2
1571,5,2
1572,6,2
1573,0,2
1574,8,2
1575,2,2
1576,0,2
1577,6,2
1578,1,2
1579,7,2
1580,0,2
1581,2,2
1582,2,2
1583,8,2
1584,9,2
1585,6,2
1586,6,2
1587,6,2
1588,1,2
1589,3,2
1590,8,2
1591,5,2
1592,9,2
1593,2,2
1594,0,2
1595,1,2
1596,3,2
1597,9,2
1598,3,2
1599,9,2
1600,4,2
1601,6,2
1602,5,2
1603,7,2
1604,9,2
1605,3,2
1606,8,2
1607,8,2
1608,9,2
1609,2,2
1610,5,2
1611,5,2
1612,3,2
1613,4,2
1614,1,2
1615,3,2
1616,9,2
1617,5,2
1618,2,2
1619,9,2
1620,5,2
1621,3,2
1622,4,2
1623,6,2
1624,1,2
1625,0,2
1626,8,2
1627,7,2
1628,1,2
1629,7,2
1630,9,2
1631,8,2
1632,5,2
1633,2,2
1634,3,2
1635,1,2
1636,0,2
1637,9,2
1638,1,2
1639,2,2
1640,6,2
1641,1,2
1642,4,2
1643,2,2
1644,3,2
1645,6,2
1646,7,2
1647,2,2
1648,3,2
1649,8,2
1650,0,2
1651,2,2
1652,2,2
1653,9,2
1654,6,2
1655,6,2
1656,6,2
1657,7,2
1658,6,2
1659,5,2
1660,1,2
1661,0,2
1662,5,2
1663,1,2
1664,9,2
1665,0,2
1666,7,2
1667,1,2
1668,0,2
1669,8,2
1670,0,2
1671,1,2
1672,8,2
1673,8,2
1674,6,2
1675,8,2
1676,4,2
1677,5,2
1678,2,2
1679,4,2
1680,4,2
1681,8,2
1682,6,2
1683,8,2
1684,0,2
1685,0,2
1686,0,2
1687,2,2
1688,9,2
1689,1,2
1690,2,2
1691,3,2
1692,7,2
1693,1,2
1694,3,2
1695,7,2
1696,8,2
1697,7,2
1698,8,2
1699,7,2
1700,6,2
1701,9,2
1702,4,2
1703,7,2
1704,2,2
1705,0,2
1706,9,2
1707,8,2
1708,4,2
1709,2,2
1710,8,2
1711,7,2
1712,1,2
1713,2,2
1714,2,2
1715,4,2
1716,5,2
1717,3,2
1718,0,2
1719,5,2
1720,8,2
1721,6,2
1722,2,2
1723,7,2
1724,0,2
1725,4,2
1726,5,2
1727,6,2
1728,8,2
1729,0,2
1730,8,2
1731,8,2
1732,6,2
1733,8,2
1734,3,2
1735,8,2
1736,7,2
1737,6,2
1738,4,2
1739,0,2
1740,9,2
1741,3,2
1742,1,2
1743,4,2
1744,0,2
1745,2,2
1746,9,2
1747,0,2
1748,4,2
1749,9,2
1750,7,2
1751,1,2
1752,2,2
1753,0,2
1754,3,2
1755,9,2
1756,8,2
1757,2,2
1758,6,2
1759,0,2
1760,5,2
1761,6,2
1762,0,2
1763,0,2
1764,9,2
1765,0,2
1766,5,2
1767,8,2
1768,8,2
1769,2,2
1770,9,2
1771,0,2
1772,4,2
1773,1,2
1774,6,2
1775,8,2
1776,7,2
1777,8,2
1778,8,2
1779,9,2
1780,0,2
1781,0,2
1782,6,2
1783,3,2
1784,4,2
1785,1,2
1786,9,2
1787,0,2
1788,8,2
1789,1,2
1790,2,2
1791,2,2
1792,7,2
1793,4,2
1794,4,2
1795,4,2
1796,7,2
1797,8,2
1798,0,2
1799,5,2
1800,5,2
1801,5,2
1802,8,2
1803,7,2
1804,1,2
1805,0,2
1806,4,2
1807,6,2
1808,3,2
1809,5,2
1810,4,2
1811,6,2
1812,0,2
1813,2,2
1814,3,2
1815,5,2
1816,0,2
1817,8,2
1818,2,2
1819,5,2
1820,1,2
1821,8,2
1822,6,2
1823,6,2
1824,2,2
1825,3,2
1826,5,2
1827,5,2
1828,0,2
1829,3,2
1830,2,2
1831,2,2
1832,3,2
1833,8,2
1834,7,2
1835,8,2
1836,9,2
1837,6,2
1838,8,2
1839,4,2
1840,5,2
1841,2,2
1842,0,2
1843,9,2
1844,1,2
1845,7,2
1846,8,2
1847,0,2
1848,9,2
1849,1,2
1850,3,2
1851,2,2
1852,0,2
1853,1,2
1854,7,2
1855,6,2
1856,1,2
1857,9,2
1858,3,2
1859,2,2
1860,3,2
1861,3,2
1862,5,2
1863,3,2
1864,7,2
1865,9,2
1866,3,2
1867,0,2
1868,6,2
1869,1,2
1870,3,2
1871,3,2
1872,6,2
1873,6,2
1874,8,2
1875,1,2
1876,8,2
1877,8,2
1878,2,2
1879,8,2
1880,5,2
1881,5,2
1882,3,2
1883,4,2
1884,0,2
1885,6,2
1886,8,2
1887,1,2
1888,7,2
1889,8,2
1890,5,2
1891,1,2
1892,7,2
1893,2,2
1894,4,2
1895,1,2
1896,2,2
1897,8,2
1898,5,2
1899,6,2
1900,0,2
1901,7,2
1902,0,2
1903,9,2
1904,1,2
1905,2,2
1906,6,2
1907,4,2
1908,7,2
1909,3,2
1910,4,2
1911,7,2
1912,4,2
1913,5,2
1914,3,2
1915,0,2
1916,2,2
1917,4,2
1918,6,2
1919,8,2
1920,2,2
1921,5,2
1922,1,2
1923,7,2
1924,1,2
1925,8,2
1926,0,2
1927,1,2
1928,7,2
1929,6,2
1930,3,2
1931,5,2
1932,0,2
1933,4,2
1934,5,2
1935,2,2
1936,1,2
1937,6,2
1938,2,2
1939,6,2
1940,5,2
1941,4,2
1942,9,2
1943,8,2
1944,0,2
1945,0,2
1946,6,2
1947,5,2
1948,0,2
1949,7,2
1950,1,2
1951,7,2
1952,9,2
1953,4,2
1954,9,2
1955,5,2
1956,4,2
1957,9,2
1958,9,2
1959,5,2
1960,6,2
1961,4,2
1962,9,2
1963,0,2
1964,1,2
1965,7,2
1966,6,2
1967,1,2
1968,7,2
1969,9,2
1970,3,2
1971,9,2
1972,6,2
1973,8,2
1974,7,2
1975,8,2
1976,8,2
1977,7,2
1978,7,2
1979,1,2
1980,9,2
1981,0,2
1982,8,2
1983,7,2
1984,5,2
1985,7,2
1986,3,2
1987,0,2
1988,7,2
1989,3,2
1990,1,2
1991,1,2
1992,4,2
1993,0,2
1994,2,2
1995,8,2
1996,7,2
1997,0,2
1998,3,2
1999,1,2
2000,1,2
2001,0,2
2002,6,2
2003,1,2
2004,7,2
2005,1,2
2006,1,2
2007,4,2
2008,7,2
2009,7,2
2010,4,2
2011,2,2
2012,2,2
2013,8,2
2014,9,2
2015,7,2
2016,1,2
2017,2,2
2018,0,2
2019,1,2
2020,3,2
2021,2,2
2022,2,2
2023,6,2
2024,8,2
2025,5,2
2026,2,2
2027,3,2
2028,1,2
2029,0,2
2030,3,2
2031,0,2
2032,0,2
2033,3,2
2034,2,2
2035,3,2
2036,9,2
2037,7,2
2038,8,2
2039,3,2
2040,4,2
2041,1,2
2042,0,2
2043,9,2
2044,7,2
2045,9,2
2046,1,2
2047,3,2
2048,7,2
2049,6,2
2050,2,2
2051,2,2
2052,1,2
2053,8,2
2054,5,2
2055,7,2
2056,0,2
2057,7,2
2058,3,2
2059,2,2
2060,8,2
2061,0,2
2062,0,2
2063,8,2
2064,6,2
2065,7,2
2066,8,2
2067,6,2
2068,6,2
2069,6,2
2070,3,2
2071,3,2
2072,5,2
2073,3,2
2074,4,2
2075,7,2
2076,3,2
2077,5,2
2078,0,2
2079,4,2
2080,4,2
2081,9,2
2082,5,2
2083,7,2
2084,3,2
2085,9,2
2086,3,2
2087,7,2
2088,2,2
2089,8,2
2090,4,2
2091,6,2
2092,4,2
2093,4,2
2094,7,2
2095,6,2
2096,1,2
2097,5,2
2098,9,2
2099,8,2
2100,0,2
2101,1,2
2102,4,2
2103,3,2
2104,6,2
2105,2,2
2106,1,2
2107,4,2
2108,6,2
2109,7,2
2110,3,2
2111,0,2
2112,4,2
2113,3,2
2114,6,2
2115,6,2
2116,6,2
2117,1,2
2118,9,2
2119,7,2
2120,6,2
2121,6,2
2122,1,2
2123,6,2
2124,5,2
2125,9,2
2126,4,2
2127,2,2
2128,9,2
2129,6,2
2130,5,2
2131,9,2
2132,1,2
2133,9,2
2134,4,2
2135,1,2
2136,0,2
2137,0,2
2138,9,2
